species_id,class,common_name,sciname,grp_code,depth_m_min_adj,depth_m_max_adj,gear,gear_min,gear_max,ol_length,gear_range,spp_range,encount_prob,overlap_prop,encount123
ITS-Mam-180463,Mammalia,false killer whale,Pseudorca crassidens,LOD,0,1000,LLT,0,400,400,400,1000,0.4,0.4,2
ITS-Mam-180505,Mammalia,Southern bottlenose whale,Hyperoodon planifrons,OTW,0,2000,GND,0,20,20,20,2000,0.01,0.01,1
ITS-Mam-180505,Mammalia,Southern bottlenose whale,Hyperoodon planifrons,OTW,0,2000,PST,0,280,280,280,2000,0.14,0.14,1
ITS-Mam-180505,Mammalia,Southern bottlenose whale,Hyperoodon planifrons,OTW,0,2000,LLT,0,400,400,400,2000,0.2,0.2,1
ITS-Mam-180492,Mammalia,dwarf sperm whale,Kogia sima,OTW,0,2000,GND,0,20,20,20,2000,0.01,0.01,1
ITS-Mam-180492,Mammalia,dwarf sperm whale,Kogia sima,OTW,0,2000,PST,0,280,280,280,2000,0.14,0.14,1
ITS-Mam-180492,Mammalia,dwarf sperm whale,Kogia sima,OTW,0,2000,LLT,0,400,400,400,2000,0.2,0.2,1
ITS-Mam-180513,Mammalia,Andrew's beaked whale,Mesoplodon bowdoini,OTW,0,2000,GND,0,20,20,20,2000,0.01,0.01,1
ITS-Mam-180513,Mammalia,Andrew's beaked whale,Mesoplodon bowdoini,OTW,0,2000,PST,0,280,280,280,2000,0.14,0.14,1
ITS-Mam-180513,Mammalia,Andrew's beaked whale,Mesoplodon bowdoini,OTW,0,2000,LLT,0,400,400,400,2000,0.2,0.2,1
ITS-Mam-180517,Mammalia,Blainville's beaked whale,Mesoplodon densirostris,OTW,0,2000,GND,0,20,20,20,2000,0.01,0.01,1
ITS-Mam-180517,Mammalia,Blainville's beaked whale,Mesoplodon densirostris,OTW,0,2000,PST,0,280,280,280,2000,0.14,0.14,1
ITS-Mam-180517,Mammalia,Blainville's beaked whale,Mesoplodon densirostris,OTW,0,2000,LLT,0,400,400,400,2000,0.2,0.2,1
ITS-Mam-180510,Mammalia,ginkgo-toothed beaked whale,Mesoplodon ginkgodens,OTW,0,2000,GND,0,20,20,20,2000,0.01,0.01,1
ITS-Mam-180510,Mammalia,ginkgo-toothed beaked whale,Mesoplodon ginkgodens,OTW,0,2000,PST,0,280,280,280,2000,0.14,0.14,1
ITS-Mam-180510,Mammalia,ginkgo-toothed beaked whale,Mesoplodon ginkgodens,OTW,0,2000,LLT,0,400,400,400,2000,0.2,0.2,1
ITS-Mam-180511,Mammalia,Gray's beaked whale,Mesoplodon grayi,OTW,0,2000,GND,0,20,20,20,2000,0.01,0.01,1
ITS-Mam-180511,Mammalia,Gray's beaked whale,Mesoplodon grayi,OTW,0,2000,PST,0,280,280,280,2000,0.14,0.14,1
ITS-Mam-180511,Mammalia,Gray's beaked whale,Mesoplodon grayi,OTW,0,2000,LLT,0,400,400,400,2000,0.2,0.2,1
ITS-Mam-180508,Mammalia,True's beaked whale,Mesoplodon mirus,OTW,0,2000,GND,0,20,20,20,2000,0.01,0.01,1
ITS-Mam-180508,Mammalia,True's beaked whale,Mesoplodon mirus,OTW,0,2000,PST,0,280,280,280,2000,0.14,0.14,1
ITS-Mam-180508,Mammalia,True's beaked whale,Mesoplodon mirus,OTW,0,2000,LLT,0,400,400,400,2000,0.2,0.2,1
Rep-4381,Reptilia,leatherback turtle,Dermochelys coriacea,ST,0,2000,GND,0,20,20,20,2000,0.01,0.01,1
Rep-4381,Reptilia,leatherback turtle,Dermochelys coriacea,ST,0,2000,PST,0,280,280,280,2000,0.14,0.14,1
Rep-4381,Reptilia,leatherback turtle,Dermochelys coriacea,ST,0,2000,LLT,0,400,400,400,2000,0.2,0.2,1
ITS-Mam-180488,Mammalia,sperm whale,Physeter macrocephalus,OTW,0,2500,GND,0,20,20,20,2500,0.008,0.008,1
ITS-Mam-180488,Mammalia,sperm whale,Physeter macrocephalus,OTW,0,2500,PST,0,280,280,280,2500,0.112,0.112,1
ITS-Mam-180488,Mammalia,sperm whale,Physeter macrocephalus,OTW,0,2500,LLT,0,400,400,400,2500,0.16,0.16,1
ITS-Mam-180507,Mammalia,Hector's beaked whale,Mesoplodon hectori,OTW,0,2500,GND,0,20,20,20,2500,0.008,0.008,1
ITS-Mam-180507,Mammalia,Hector's beaked whale,Mesoplodon hectori,OTW,0,2500,PST,0,280,280,280,2500,0.112,0.112,1
ITS-Mam-180507,Mammalia,Hector's beaked whale,Mesoplodon hectori,OTW,0,2500,LLT,0,400,400,400,2500,0.16,0.16,1
ITS-Mam-180498,Mammalia,Cuvier's beaked whale,Ziphius cavirostris,OTW,0,3000,GND,0,20,20,20,3000,0.00666666666666666,0.006666666666666667,1
ITS-Mam-180498,Mammalia,Cuvier's beaked whale,Ziphius cavirostris,OTW,0,3000,PST,0,280,280,280,3000,0.09333333333333334,0.09333333333333334,1
ITS-Mam-180498,Mammalia,Cuvier's beaked whale,Ziphius cavirostris,OTW,0,3000,LLT,0,400,400,400,3000,0.13333333333333333,0.13333333333333333,1
Fis-29459,Elasmobranchii,Northern wobbegong,Orectolobus wardi,BE,3,10,GND,0,20,7,20,7,0.35,1,3
Fis-29459,Elasmobranchii,Northern wobbegong,Orectolobus wardi,BE,3,10,PST,0,280,7,280,7,0.025,1,3
Fis-29459,Elasmobranchii,Northern wobbegong,Orectolobus wardi,BE,3,10,LLT,0,400,7,400,7,0.0175,1,3
Fis-161453,Elasmobranchii,Northern river shark,Glyphis garricki,IE,1,11,GND,0,20,10,20,10,0.5,1,3
Fis-161453,Elasmobranchii,Northern river shark,Glyphis garricki,IE,1,11,PST,0,280,10,280,10,0.03571428571428571,1,3
Fis-161453,Elasmobranchii,Northern river shark,Glyphis garricki,IE,1,11,LLT,0,400,10,400,10,0.025,1,3
Fis-132130,Elasmobranchii,Hasselt's bambooshark,Chiloscyllium hasseltii,BE,3,12,GND,0,20,9,20,9,0.45,1,3
Fis-132130,Elasmobranchii,Hasselt's bambooshark,Chiloscyllium hasseltii,BE,3,12,PST,0,280,9,280,9,0.03214285714285714,1,3
Fis-132130,Elasmobranchii,Hasselt's bambooshark,Chiloscyllium hasseltii,BE,3,12,LLT,0,400,9,400,9,0.0225,1,3
Fis-64122,Elasmobranchii,Pita skate,Raja pita,BE,3,15,GND,0,20,12,20,12,0.6,1,3
Fis-64122,Elasmobranchii,Pita skate,Raja pita,BE,3,15,PST,0,280,12,280,12,0.04285714285714286,1,3
Fis-64122,Elasmobranchii,Pita skate,Raja pita,BE,3,15,LLT,0,400,12,400,12,0.03,1,3
Fis-23322,Elasmobranchii,Spotted eagle ray,Aetobatus narinari,PGE,1,80,GND,0,20,19,20,79,0.22848101265822784,0.24050632911392406,1
Fis-23322,Elasmobranchii,Spotted eagle ray,Aetobatus narinari,PGE,1,80,PST,0,280,79,280,79,0.28214285714285714,1,3
Fis-23322,Elasmobranchii,Spotted eagle ray,Aetobatus narinari,PGE,1,80,LLT,0,400,79,400,79,0.1975,1,3
Fis-23070,Elasmobranchii,Spot-tail shark,Carcharhinus sorrah,SSE,1,140,GND,0,20,19,20,139,0.12985611510791367,0.1366906474820144,1
Fis-23070,Elasmobranchii,Spot-tail shark,Carcharhinus sorrah,SSE,1,140,PST,0,280,139,280,139,0.49642857142857144,1,3
Fis-23070,Elasmobranchii,Spot-tail shark,Carcharhinus sorrah,SSE,1,140,LLT,0,400,139,400,139,0.3475,1,3
Fis-23059,Elasmobranchii,Bull shark,Carcharhinus leucas,SSE,1,152,GND,0,20,19,20,151,0.1195364238410596,0.12582781456953643,1
Fis-23059,Elasmobranchii,Bull shark,Carcharhinus leucas,SSE,1,152,PST,0,280,151,280,151,0.5392857142857143,1,3
Fis-23059,Elasmobranchii,Bull shark,Carcharhinus leucas,SSE,1,152,LLT,0,400,151,400,151,0.3775,1,3
Fis-23274,Elasmobranchii,Great hammerhead,Sphyrna mokarran,SSE,1,300,GND,0,20,19,20,299,0.06036789297658862,0.06354515050167224,1
Fis-23274,Elasmobranchii,Great hammerhead,Sphyrna mokarran,SSE,1,300,PST,0,280,279,280,299,0.9297778308647876,0.9331103678929766,3
Fis-23274,Elasmobranchii,Great hammerhead,Sphyrna mokarran,SSE,1,300,LLT,0,400,299,400,299,0.7475,1,3
Fis-20033,Elasmobranchii,Pelagic stingray,Pteroplatytrygon violacea,PGE,1,381,GND,0,20,19,20,380,0.0475,0.05,1
Fis-20033,Elasmobranchii,Pelagic stingray,Pteroplatytrygon violacea,PGE,1,381,PST,0,280,279,280,380,0.7315883458646616,0.7342105263157894,3
Fis-20033,Elasmobranchii,Pelagic stingray,Pteroplatytrygon violacea,PGE,1,381,LLT,0,400,380,400,380,0.95,1,3
Fis-23222,Elasmobranchii,Blue shark,Prionace glauca,PGE,1,1000,GND,0,20,19,20,999,0.01806806806806806,0.01901901901901902,1
Fis-23222,Elasmobranchii,Blue shark,Prionace glauca,PGE,1,1000,PST,0,280,279,280,999,0.2782818532818533,0.27927927927927926,2
Fis-23222,Elasmobranchii,Blue shark,Prionace glauca,PGE,1,1000,LLT,0,400,399,400,999,0.3984009009009009,0.3993993993993994,2
Fis-28560,Elasmobranchii,Mottled eagle ray,Aetomylaeus maculatus,IE,2,18,GND,0,20,16,20,16,0.8,1,3
Fis-28560,Elasmobranchii,Mottled eagle ray,Aetomylaeus maculatus,IE,2,18,PST,0,280,16,280,16,0.05714285714285714,1,3
Fis-28560,Elasmobranchii,Mottled eagle ray,Aetomylaeus maculatus,IE,2,18,LLT,0,400,16,400,16,0.04,1,3
Fis-140161,Elasmobranchii,Slender weasel shark,Paragaleus randalli,SSE,2,18,GND,0,20,16,20,16,0.8,1,3
Fis-140161,Elasmobranchii,Slender weasel shark,Paragaleus randalli,SSE,2,18,PST,0,280,16,280,16,0.05714285714285714,1,3
Fis-140161,Elasmobranchii,Slender weasel shark,Paragaleus randalli,SSE,2,18,LLT,0,400,16,400,16,0.04,1,3
Fis-25892,Elasmobranchii,Slender bambooshark,Chiloscyllium indicum,BE,2,20,GND,0,20,18,20,18,0.9,1,3
Fis-25892,Elasmobranchii,Slender bambooshark,Chiloscyllium indicum,BE,2,20,PST,0,280,18,280,18,0.06428571428571428,1,3
Fis-25892,Elasmobranchii,Slender bambooshark,Chiloscyllium indicum,BE,2,20,LLT,0,400,18,400,18,0.045,1,3
Fis-23063,Elasmobranchii,Blacktip reef shark,Carcharhinus melanopterus,SSE,2,75,GND,0,20,18,20,73,0.2219178082191781,0.2465753424657534,1
Fis-23063,Elasmobranchii,Blacktip reef shark,Carcharhinus melanopterus,SSE,2,75,PST,0,280,73,280,73,0.26071428571428573,1,3
Fis-23063,Elasmobranchii,Blacktip reef shark,Carcharhinus melanopterus,SSE,2,75,LLT,0,400,73,400,73,0.1825,1,3
Fis-25233,Elasmobranchii,Tope shark,Galeorhinus galeus,PGE,2,1100,GND,0,20,18,20,1098,0.01475409836065573,0.01639344262295082,1
Fis-25233,Elasmobranchii,Tope shark,Galeorhinus galeus,PGE,2,1100,PST,0,280,278,280,1098,0.2513791308873276,0.25318761384335153,2
Fis-25233,Elasmobranchii,Tope shark,Galeorhinus galeus,PGE,2,1100,LLT,0,400,398,400,1098,0.3606648451730418,0.36247723132969034,2
Fis-25603,Elasmobranchii,Ribbontail stingray,Taeniura lymma,DGE,3,20,GND,0,20,17,20,17,0.85,1,3
Fis-25603,Elasmobranchii,Ribbontail stingray,Taeniura lymma,DGE,3,20,PST,0,280,17,280,17,0.06071428571428571,1,3
Fis-25603,Elasmobranchii,Ribbontail stingray,Taeniura lymma,DGE,3,20,LLT,0,400,17,400,17,0.0425,1,3
Fis-6035,Elasmobranchii,Porcupine ray,Urogymnus asperrimus,IE,3,20,GND,0,20,17,20,17,0.85,1,3
Fis-6035,Elasmobranchii,Porcupine ray,Urogymnus asperrimus,IE,3,20,PST,0,280,17,280,17,0.06071428571428571,1,3
Fis-6035,Elasmobranchii,Porcupine ray,Urogymnus asperrimus,IE,3,20,LLT,0,400,17,400,17,0.0425,1,3
Fis-23138,Elasmobranchii,Ganges shark,Glyphis gangeticus,IE,3,20,GND,0,20,17,20,17,0.85,1,3
Fis-23138,Elasmobranchii,Ganges shark,Glyphis gangeticus,IE,3,20,PST,0,280,17,280,17,0.06071428571428571,1,3
Fis-23138,Elasmobranchii,Ganges shark,Glyphis gangeticus,IE,3,20,LLT,0,400,17,400,17,0.0425,1,3
Fis-26932,Elasmobranchii,Long-tailed butterfly ray,Gymnura poecilura,IE,3,25,GND,0,20,17,20,22,0.6568181818181817,0.7727272727272727,3
Fis-26932,Elasmobranchii,Long-tailed butterfly ray,Gymnura poecilura,IE,3,25,PST,0,280,22,280,22,0.07857142857142857,1,3
Fis-26932,Elasmobranchii,Long-tailed butterfly ray,Gymnura poecilura,IE,3,25,LLT,0,400,22,400,22,0.055,1,3
Fis-29500,Elasmobranchii,Grey sharpnose shark,Rhizoprionodon oligolinx,SSE,3,36,GND,0,20,17,20,33,0.43787878787878787,0.5151515151515151,3
Fis-29500,Elasmobranchii,Grey sharpnose shark,Rhizoprionodon oligolinx,SSE,3,36,PST,0,280,33,280,33,0.11785714285714284,1,3
Fis-29500,Elasmobranchii,Grey sharpnose shark,Rhizoprionodon oligolinx,SSE,3,36,LLT,0,400,33,400,33,0.0825,1,3
Fis-54720,Elasmobranchii,Western shovelnose ray,Aptychotrema vincentiana,BE,4,32,GND,0,20,16,20,28,0.45714285714285713,0.5714285714285714,3
Fis-54720,Elasmobranchii,Western shovelnose ray,Aptychotrema vincentiana,BE,4,32,PST,0,280,28,280,28,0.1,1,3
Fis-54720,Elasmobranchii,Western shovelnose ray,Aptychotrema vincentiana,BE,4,32,LLT,0,400,28,400,28,0.07,1,3
Fis-159582,Elasmobranchii,Halavi ray,Glaucostegus halavi,BE,4,40,GND,0,20,16,20,36,0.35555555555555557,0.4444444444444444,2
Fis-159582,Elasmobranchii,Halavi ray,Glaucostegus halavi,BE,4,40,PST,0,280,36,280,36,0.12857142857142856,1,3
Fis-159582,Elasmobranchii,Halavi ray,Glaucostegus halavi,BE,4,40,LLT,0,400,36,400,36,0.09,1,3
Fis-26906,Elasmobranchii,Pointed sawfish,Anoxypristis cuspidata,IE,4,40,GND,0,20,16,20,36,0.35555555555555557,0.4444444444444444,2
Fis-26906,Elasmobranchii,Pointed sawfish,Anoxypristis cuspidata,IE,4,40,PST,0,280,36,280,36,0.12857142857142856,1,3
Fis-26906,Elasmobranchii,Pointed sawfish,Anoxypristis cuspidata,IE,4,40,LLT,0,400,36,400,36,0.09,1,3
Fis-23055,Elasmobranchii,Creek whaler,Carcharhinus fitzroyensis,IE,4,40,GND,0,20,16,20,36,0.35555555555555557,0.4444444444444444,2
Fis-23055,Elasmobranchii,Creek whaler,Carcharhinus fitzroyensis,IE,4,40,PST,0,280,36,280,36,0.12857142857142856,1,3
Fis-23055,Elasmobranchii,Creek whaler,Carcharhinus fitzroyensis,IE,4,40,LLT,0,400,36,400,36,0.09,1,3
Fis-23068,Elasmobranchii,Blackspot shark,Carcharhinus sealei,SSE,4,40,GND,0,20,16,20,36,0.35555555555555557,0.4444444444444444,2
Fis-23068,Elasmobranchii,Blackspot shark,Carcharhinus sealei,SSE,4,40,PST,0,280,36,280,36,0.12857142857142856,1,3
Fis-23068,Elasmobranchii,Blackspot shark,Carcharhinus sealei,SSE,4,40,LLT,0,400,36,400,36,0.09,1,3
Fis-24448,Elasmobranchii,Coral catshark,Atelomycterus marmoratus,DGE,5,25,GND,0,20,15,20,20,0.5625,0.75,3
Fis-24448,Elasmobranchii,Coral catshark,Atelomycterus marmoratus,DGE,5,25,PST,0,280,20,280,20,0.07142857142857142,1,3
Fis-24448,Elasmobranchii,Coral catshark,Atelomycterus marmoratus,DGE,5,25,LLT,0,400,20,400,20,0.05,1,3
Fis-28559,Elasmobranchii,Zonetail butterfly ray,Gymnura zonura,IE,5,37,GND,0,20,15,20,32,0.3515625,0.46875,2
Fis-28559,Elasmobranchii,Zonetail butterfly ray,Gymnura zonura,IE,5,37,PST,0,280,32,280,32,0.11428571428571428,1,3
Fis-28559,Elasmobranchii,Zonetail butterfly ray,Gymnura zonura,IE,5,37,LLT,0,400,32,400,32,0.08,1,3
Fis-23126,Elasmobranchii,Tasselled wobbegong,Eucrossorhinus dasypogon,BE,5,40,GND,0,20,15,20,35,0.3214285714285714,0.42857142857142855,2
Fis-23126,Elasmobranchii,Tasselled wobbegong,Eucrossorhinus dasypogon,BE,5,40,PST,0,280,35,280,35,0.125,1,3
Fis-23126,Elasmobranchii,Tasselled wobbegong,Eucrossorhinus dasypogon,BE,5,40,LLT,0,400,35,400,35,0.0875,1,3
Fis-23292,Elasmobranchii,Cobbler wobbegong,Sutorectus tentaculatus,BE,5,50,GND,0,20,15,20,45,0.25,0.3333333333333333,2
Fis-23292,Elasmobranchii,Cobbler wobbegong,Sutorectus tentaculatus,BE,5,50,PST,0,280,45,280,45,0.16071428571428573,1,3
Fis-23292,Elasmobranchii,Cobbler wobbegong,Sutorectus tentaculatus,BE,5,50,LLT,0,400,45,400,45,0.1125,1,3
Fis-25894,Elasmobranchii,Epaulette shark,Hemiscyllium ocellatum,BE,5,50,GND,0,20,15,20,45,0.25,0.3333333333333333,2
Fis-25894,Elasmobranchii,Epaulette shark,Hemiscyllium ocellatum,BE,5,50,PST,0,280,45,280,45,0.16071428571428573,1,3
Fis-25894,Elasmobranchii,Epaulette shark,Hemiscyllium ocellatum,BE,5,50,LLT,0,400,45,400,45,0.1125,1,3
Fis-31576,Elasmobranchii,Speckled carpetshark,Hemiscyllium trispeculare,BE,5,50,GND,0,20,15,20,45,0.25,0.3333333333333333,2
Fis-31576,Elasmobranchii,Speckled carpetshark,Hemiscyllium trispeculare,BE,5,50,PST,0,280,45,280,45,0.16071428571428573,1,3
Fis-31576,Elasmobranchii,Speckled carpetshark,Hemiscyllium trispeculare,BE,5,50,LLT,0,400,45,400,45,0.1125,1,3
Fis-47368,Elasmobranchii,Australian butterfly ray,Gymnura australis,DGE,5,50,GND,0,20,15,20,45,0.25,0.3333333333333333,2
Fis-47368,Elasmobranchii,Australian butterfly ray,Gymnura australis,DGE,5,50,PST,0,280,45,280,45,0.16071428571428573,1,3
Fis-47368,Elasmobranchii,Australian butterfly ray,Gymnura australis,DGE,5,50,LLT,0,400,45,400,45,0.1125,1,3
Fis-148497,Elasmobranchii,Broadfin shark,Lamiopsis temminckii,IE,5,50,GND,0,20,15,20,45,0.25,0.3333333333333333,2
Fis-148497,Elasmobranchii,Broadfin shark,Lamiopsis temminckii,IE,5,50,PST,0,280,45,280,45,0.16071428571428573,1,3
Fis-148497,Elasmobranchii,Broadfin shark,Lamiopsis temminckii,IE,5,50,LLT,0,400,45,400,45,0.1125,1,3
Fis-23046,Elasmobranchii,Graceful shark,Carcharhinus amblyrhynchoides,SSE,5,50,GND,0,20,15,20,45,0.25,0.3333333333333333,2
Fis-23046,Elasmobranchii,Graceful shark,Carcharhinus amblyrhynchoides,SSE,5,50,PST,0,280,45,280,45,0.16071428571428573,1,3
Fis-23046,Elasmobranchii,Graceful shark,Carcharhinus amblyrhynchoides,SSE,5,50,LLT,0,400,45,400,45,0.1125,1,3
Fis-8339,Elasmobranchii,Zebra shark,Stegostoma fasciatum,DGE,5,63,GND,0,20,15,20,58,0.19396551724137936,0.25862068965517243,2
Fis-8339,Elasmobranchii,Zebra shark,Stegostoma fasciatum,DGE,5,63,PST,0,280,58,280,58,0.20714285714285716,1,3
Fis-8339,Elasmobranchii,Zebra shark,Stegostoma fasciatum,DGE,5,63,LLT,0,400,58,400,58,0.145,1,3
Fis-25888,Elasmobranchii,Tawny nurse shark,Nebrius ferrugineus,DGE,5,70,GND,0,20,15,20,65,0.17307692307692307,0.23076923076923078,1
Fis-25888,Elasmobranchii,Tawny nurse shark,Nebrius ferrugineus,DGE,5,70,PST,0,280,65,280,65,0.23214285714285715,1,3
Fis-25888,Elasmobranchii,Tawny nurse shark,Nebrius ferrugineus,DGE,5,70,LLT,0,400,65,400,65,0.1625,1,3
Fis-29298,Elasmobranchii,Australian marbled catshark,Atelomycterus macleayi,IE,5,80,GND,0,20,15,20,75,0.15000000000000002,0.2,1
Fis-29298,Elasmobranchii,Australian marbled catshark,Atelomycterus macleayi,IE,5,80,PST,0,280,75,280,75,0.26785714285714285,1,3
Fis-29298,Elasmobranchii,Australian marbled catshark,Atelomycterus macleayi,IE,5,80,LLT,0,400,75,400,75,0.1875,1,3
Fis-15849,Elasmobranchii,Butterfly ray,Gymnura natalensis,IE,5,100,GND,0,20,15,20,95,0.11842105263157894,0.15789473684210525,1
Fis-15849,Elasmobranchii,Butterfly ray,Gymnura natalensis,IE,5,100,PST,0,280,95,280,95,0.3392857142857143,1,3
Fis-15849,Elasmobranchii,Butterfly ray,Gymnura natalensis,IE,5,100,LLT,0,400,95,400,95,0.2375,1,3
Fis-23056,Elasmobranchii,Galapagos shark,Carcharhinus galapagensis,PGE,5,286,GND,0,20,15,20,281,0.0400355871886121,0.05338078291814947,1
Fis-23056,Elasmobranchii,Galapagos shark,Carcharhinus galapagensis,PGE,5,286,PST,0,280,275,280,281,0.9611718352821554,0.9786476868327402,3
Fis-23056,Elasmobranchii,Galapagos shark,Carcharhinus galapagensis,PGE,5,286,LLT,0,400,281,400,281,0.7025,1,3
Fis-25062,Elasmobranchii,Common eagle ray,Myliobatis aquila,SSE,5,300,GND,0,20,15,20,295,0.03813559322033898,0.05084745762711865,1
Fis-25062,Elasmobranchii,Common eagle ray,Myliobatis aquila,SSE,5,300,PST,0,280,275,280,295,0.9155569007263922,0.9322033898305084,3
Fis-25062,Elasmobranchii,Common eagle ray,Myliobatis aquila,SSE,5,300,LLT,0,400,295,400,295,0.7375,1,3
Fis-31602,Elasmobranchii,Gummy shark,Mustelus antarcticus,SSE,5,350,GND,0,20,15,20,345,0.03260869565217391,0.043478260869565216,1
Fis-31602,Elasmobranchii,Gummy shark,Mustelus antarcticus,SSE,5,350,PST,0,280,275,280,345,0.7828674948240165,0.7971014492753623,3
Fis-31602,Elasmobranchii,Gummy shark,Mustelus antarcticus,SSE,5,350,LLT,0,400,345,400,345,0.8625,1,3
Fis-23050,Elasmobranchii,Copper shark,Carcharhinus brachyurus,SSE,5,360,GND,0,20,15,20,355,0.03169014084507042,0.04225352112676056,1
Fis-23050,Elasmobranchii,Copper shark,Carcharhinus brachyurus,SSE,5,360,PST,0,280,275,280,355,0.760814889336016,0.7746478873239436,3
Fis-23050,Elasmobranchii,Copper shark,Carcharhinus brachyurus,SSE,5,360,LLT,0,400,355,400,355,0.8875,1,3
Fis-25412,Elasmobranchii,Smooth-hound,Mustelus mustelus,PGE,5,624,GND,0,20,15,20,619,0.01817447495961227,0.024232633279483037,1
Fis-25412,Elasmobranchii,Smooth-hound,Mustelus mustelus,PGE,5,624,PST,0,280,275,280,619,0.4363316408954535,0.44426494345718903,2
Fis-25412,Elasmobranchii,Smooth-hound,Mustelus mustelus,PGE,5,624,LLT,0,400,395,400,619,0.6301494345718902,0.6381260096930533,3
Fis-25664,Elasmobranchii,Giant guitarfish,Rhynchobatus djiddensis,DGE,6,50,GND,0,20,14,20,44,0.22272727272727272,0.3181818181818182,2
Fis-25664,Elasmobranchii,Giant guitarfish,Rhynchobatus djiddensis,DGE,6,50,PST,0,280,44,280,44,0.15714285714285714,1,3
Fis-25664,Elasmobranchii,Giant guitarfish,Rhynchobatus djiddensis,DGE,6,50,LLT,0,400,44,400,44,0.11,1,3
Fis-25905,Elasmobranchii,Sharptooth houndshark,Triakis megalopterus,IE,6,50,GND,0,20,14,20,44,0.22272727272727272,0.3181818181818182,2
Fis-25905,Elasmobranchii,Sharptooth houndshark,Triakis megalopterus,IE,6,50,PST,0,280,44,280,44,0.15714285714285714,1,3
Fis-25905,Elasmobranchii,Sharptooth houndshark,Triakis megalopterus,IE,6,50,LLT,0,400,44,400,44,0.11,1,3
Fis-23057,Elasmobranchii,Pondicherry shark,Carcharhinus hemiodon,PGE,6,50,GND,0,20,14,20,44,0.22272727272727272,0.3181818181818182,2
Fis-23057,Elasmobranchii,Pondicherry shark,Carcharhinus hemiodon,PGE,6,50,PST,0,280,44,280,44,0.15714285714285714,1,3
Fis-23057,Elasmobranchii,Pondicherry shark,Carcharhinus hemiodon,PGE,6,50,LLT,0,400,44,400,44,0.11,1,3
Fis-23052,Elasmobranchii,Nervous shark,Carcharhinus cautus,SSE,6,50,GND,0,20,14,20,44,0.22272727272727272,0.3181818181818182,2
Fis-23052,Elasmobranchii,Nervous shark,Carcharhinus cautus,SSE,6,50,PST,0,280,44,280,44,0.15714285714285714,1,3
Fis-23052,Elasmobranchii,Nervous shark,Carcharhinus cautus,SSE,6,50,LLT,0,400,44,400,44,0.11,1,3
Fis-24046,Elasmobranchii,Smooth butterfly ray,Gymnura micrura,IE,6,55,GND,0,20,14,20,49,0.2,0.2857142857142857,2
Fis-24046,Elasmobranchii,Smooth butterfly ray,Gymnura micrura,IE,6,55,PST,0,280,49,280,49,0.175,1,3
Fis-24046,Elasmobranchii,Smooth butterfly ray,Gymnura micrura,IE,6,55,LLT,0,400,49,400,49,0.1225,1,3
Fis-25889,Elasmobranchii,Hooktooth shark,Chaenogaleus macrostoma,SSE,6,59,GND,0,20,14,20,53,0.18490566037735848,0.2641509433962264,2
Fis-25889,Elasmobranchii,Hooktooth shark,Chaenogaleus macrostoma,SSE,6,59,PST,0,280,53,280,53,0.18928571428571428,1,3
Fis-25889,Elasmobranchii,Hooktooth shark,Chaenogaleus macrostoma,SSE,6,59,LLT,0,400,53,400,53,0.1325,1,3
Fis-21801,Elasmobranchii,Cowtail stingray,Pastinachus sephen,DGE,6,60,GND,0,20,14,20,54,0.1814814814814815,0.25925925925925924,2
Fis-21801,Elasmobranchii,Cowtail stingray,Pastinachus sephen,DGE,6,60,PST,0,280,54,280,54,0.1928571428571429,1,3
Fis-21801,Elasmobranchii,Cowtail stingray,Pastinachus sephen,DGE,6,60,LLT,0,400,54,400,54,0.135,1,3
Fis-25470,Elasmobranchii,Whitespotted bambooshark,Chiloscyllium plagiosum,BE,7,25,GND,0,20,13,20,18,0.4694444444444445,0.7222222222222222,3
Fis-25470,Elasmobranchii,Whitespotted bambooshark,Chiloscyllium plagiosum,BE,7,25,PST,0,280,18,280,18,0.06428571428571428,1,3
Fis-25470,Elasmobranchii,Whitespotted bambooshark,Chiloscyllium plagiosum,BE,7,25,LLT,0,400,18,400,18,0.045,1,3
Fis-29411,Elasmobranchii,Brown shyshark,Haploblepharus fuscus,DGE,7,25,GND,0,20,13,20,18,0.4694444444444445,0.7222222222222222,3
Fis-29411,Elasmobranchii,Brown shyshark,Haploblepharus fuscus,DGE,7,25,PST,0,280,18,280,18,0.06428571428571428,1,3
Fis-29411,Elasmobranchii,Brown shyshark,Haploblepharus fuscus,DGE,7,25,LLT,0,400,18,400,18,0.045,1,3
Fis-61250,Elasmobranchii,Striped stingaree,Trygonoptera ovalis,IE,8,43,GND,0,20,12,20,35,0.2057142857142857,0.34285714285714286,2
Fis-61250,Elasmobranchii,Striped stingaree,Trygonoptera ovalis,IE,8,43,PST,0,280,35,280,35,0.125,1,3
Fis-61250,Elasmobranchii,Striped stingaree,Trygonoptera ovalis,IE,8,43,LLT,0,400,35,400,35,0.0875,1,3
Fis-161480,Elasmobranchii,NA,Himantura leoparda,DGE,8,70,GND,0,20,12,20,62,0.11612903225806452,0.1935483870967742,1
Fis-161480,Elasmobranchii,NA,Himantura leoparda,DGE,8,70,PST,0,280,62,280,62,0.22142857142857145,1,3
Fis-161480,Elasmobranchii,NA,Himantura leoparda,DGE,8,70,LLT,0,400,62,400,62,0.155,1,3
