internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
3810,Capricornis swinhoei,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Capricornis,swinhoei,,,,,"Gray, 1862","There has been disagreement in the current taxonomy of <em>Naemorhedus</em> and <em>Capricornis</em> (Groves and Grubb 1985, Soma <em>et al</em>. 1987, Groves and Shields 1996) and is in need of revision. Recent genetic evidences have supported that <em>Capricornis swinhoei</em> is a distinct species from <em>Capricornis crispus</em> (Chang 2002, Min <em>et al</em>. 2004). <br/> <br/>Taxonomy of serows is not completely resolved; descriptions, range maps, and assessments of conservation status in the literature vary because sources differ on nomenclature and specific/subspecific status of the various taxa. Here, we follow the taxonomy of Wilson and Reeder, 3rd edition (2005). Thus, we recognize six species of <em>Capricornis</em>:  <br/> <br/>• <em>C. crispus</em> (Japanese Serow, restricted to Japan) <br/>• <em>C. milneedwardsii</em> (Chinese Serow, but also occurring in southeast Asian countries) <br/>• <em>C. rubidus</em> (Red Serow, restricted to Myanmar) <br/>• <em>C. sumatraensis</em> (Sumatran Serow, in Indonesia, Malaysia and southern Thailand) <br/>• <em>C. swinhoei</em> (Formosan Serow, restricted to Taiwan, Province of China) <br/>• <em>C. thar</em> (Himalayan Serow, along the Himalayan range) <br/> <br/>The genus <em>Naemorhedus</em> is recognized as referring to gorals. Note that this taxonomy differs from that of Wilson and Reeder, 2nd edition (1993), that of the 2007 IUCN Red List (IUCN 2007), as well as that adopted by the IUCN Caprinae Specialist Group (Shackleton 1997). Additionally, most Chinese sources consider serows in China as being <em>N. sumatraensis</em> (e.g., Wang 1998, Wang 2002)."
39373,Carcharhinus limbatus Northwest Atlantic subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,limbatus,,,,Northwest Atlantic subpopulation,"(Müller &amp; Henle, 1839)",
39400,Raja microocellata,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,microocellata,,,,,"Montagu, 1818","There is some potential for confusion with regards the common names of this species. In some areas, Smalleyed Ray may be called Painted Ray or Sandy Ray, though these common names are also used for undulate ray <em>Raja undulata</em> and <em>Leucoraja circularis</em> respectively."
39402,Potamotrygon henlei,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,POTAMOTRYGONIDAE,Potamotrygon,henlei,,,,,"(Castelnau, 1855)","Sometimes misidentified with <i>P. leopoldi</i> or <i>P. motoro</i>. Needs correct identification and reliable diagnosis in order to control the ornamental fish trade in Amazonas, Pará and Tocantins States."
39403,Potamotrygon leopoldi,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,POTAMOTRYGONIDAE,Potamotrygon,leopoldi,,,,,"Castex &amp; Castello, 1970","This freshwater stingray presents a moderate chromatic variation. It could be mistaken for <em>Potamotrygon henlei</em>, which has very similar colour patterns (authors´ pers. obs.)."
39404,Potamotrygon motoro,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,POTAMOTRYGONIDAE,Potamotrygon,motoro,,,,,"(Müller &amp; Henle, 1841)",
39408,Urogymnus polylepis Thailand subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Urogymnus,polylepis,,,,Thailand subpopulation,"(Bleeker, 1852)",
39465,Squatina guggenheim Brazilian subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUATINIFORMES,SQUATINIDAE,Squatina,guggenheim,,,,Brazilian subpopulation,"Marini, 1936",
39541,Notorynchus cepedianus East Pacific subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,HEXANCHIFORMES,HEXANCHIDAE,Notorynchus,cepedianus,,,,East Pacific subpopulation,"(Péron, 1807)",
39543,Carcharhinus amboinensis Southwest Indian Ocean subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,amboinensis,,,,Southwest Indian Ocean subpopulation,"(Müller &amp; Henle, 1839)",
39544,Carcharhinus brevipinna Northwest Atlantic subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,brevipinna,,,,Northwest Atlantic subpopulation,"(Müller &amp; Henle, 1839)",
41742,Carcharhinus brachyurus East Asia subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,brachyurus,,,,East Asia subpopulation,"(Günther, 1870)",
41762,Delphinus delphis Mediterranean subpopulation,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Delphinus,delphis,,,,Mediterranean subpopulation,"Linnaeus, 1758",
41777,Pecari tajacu,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TAYASSUIDAE,Pecari,tajacu,,,,,"(Linnaeus, 1758)","This species was placed in family Dicotylidae by Jones <em>et al</em>. (1992) and in Tayassuidae by Grubb (2005). The appropriate generic name has been debated. It was placed in genus <em>Dicotyles</em> by some authors, the genus <em>Pecari</em> by Grubb (1993, 2005), and the genus <em>Tayassu</em> by Jones <em>et al</em>. (1992). MtDNA data support the recognition of three genera of extant peccaries: <em>Catagonus</em>, <em>Pecari</em>, and <em>Tayassu</em>, with this species in the genus <em>Pecari</em> (Theimer and Keim 1998, Gongora and Moran 2005). DNA studies suggest that <span style=""font-style: italic;"">P. tajacu</span> may consist of at least two major clades or lineages comprising specimens from North/Central and South America (Gongora <span style=""font-style: italic;"">et al.</span> 2006, 2011) with structural chromosomal differences (Gongora <span style=""font-style: italic;"">et al. </span>2000, Adega <span style=""font-style: italic;"">et al.</span> 2006). Additional studies are needed to clarify whether intra and/or inter-specific genetic and chromosomal variation is occurring within this species."
42188,Dama dama,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Dama,dama,,,,,"(Linnaeus, 1758)","Feldhamer <em>et al</em>. (1988) and Geist (1998) included <em>Dama mesopotamica</em> in this species, though it was regarded as a separate species from <em>D. dama</em> by Haltenorth (1959), Ferguson <em>et al</em>. (1985), Uerpmann (1987), and Harrison and Bates (1991). We follow Pitra <em>et al</em>. (2004) in treating <em>D. mesopotamica</em> as a separate species, based on a major study on the evolution and phylogeny of old world deer."
42833,Hemiscyllium ocellatum New Guinea subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE,Hemiscyllium,ocellatum,,,,New Guinea subpopulation,"(Bonnaterre, 1788)",
42834,Negaprion acutidens Southeast Asia subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Negaprion,acutidens,,,,Southeast Asia subpopulation,"(Rüppell, 1837)",
44070,Carcharias taurus East coast of Australia subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Carcharias,taurus,,,,East coast of Australia subpopulation,"Rafinesque, 1810","Synonyms = <i>Odontaspis taurus</i> (Rafinesque, 1810); <i>Eugomphodus taurus</i> (Rafinesque, 1810)."
44071,Carcharias taurus Western Australia subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Carcharias,taurus,,,,Western Australia subpopulation,"Rafinesque, 1810","Synonyms = <i>Odontaspis taurus</i> (Rafinesque, 1810); Eugomphodus taurus (Rafinesque, 1810)"
44187,Orcaella brevirostris Malampaya Sound subpopulation,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Orcaella,brevirostris,,,,Malampaya Sound subpopulation,"(Owen in Gray, 1866)",
44168,Squalus acanthias Northeast Atlantic subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,acanthias,,,,Northeast Atlantic subpopulation,"Linnaeus, 1758",
44169,Squalus acanthias Northwest Atlantic subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,acanthias,,,,Northwest Atlantic subpopulation,"Linnaeus, 1758",
44593,Potamotrygon schuemacheri,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,POTAMOTRYGONIDAE,Potamotrygon,schuemacheri,,,,,"Castex, 1964","The spelling of this species' name presents some variations. The original description contains <em>Potamotrygon schuhmacheri</em> and <em>P. schühmacheri</em> (Castex 1964). Taniuchi (1982) deleted the second ?h? (latinization) and the spelling <em>P. schuemacheri</em> was retained according to the first reviser principle (ICZN, article 32c) (Rosa 1985). <br/> <br/>Misidentifications occur with other potamotrygonid species such as <em>P. brachyura</em> and <em>P. histrix</em> (Almeida and Charvet-Almeida, pers. obs.). Some authors suggest that this species could be a junior synonym of <em>P. histrix</em> (Carvalho <em>et al</em>. 2003). However, at present <em>P. schuemacheri</em> is considered a valid species. Further research and collections are needed."
44594,Potamotrygon scobina,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,POTAMOTRYGONIDAE,Potamotrygon,scobina,,,,,"Garman, 1913","This species shows a wide range of color variation within juvenile and adult specimens (adults may present up to four completely different color patterns) (Almeida 2003). Misidentifications occur with several other freshwater stingray species, but especially with <em>P. motoro</em> (Rosa 1985), <em>P. castexi</em> and <em>P. signata</em> (Almeida 2003, author's pers. obs.)."
44555,Orcaella brevirostris Mekong River subpopulation,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Orcaella,brevirostris,,,,Mekong River subpopulation,"(Owen in Gray, 1866)",
44556,Orcaella brevirostris Ayeyarwady River subpopulation,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Orcaella,brevirostris,,,,Ayeyarwady River subpopulation,"(Owen in Gray, 1866)",
44557,Orcaella brevirostris Songkhla Lake subpopulation,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Orcaella,brevirostris,,,,Songkhla Lake subpopulation,"(Owen in Gray, 1866)",
44994,Discopyge tschudii Southwest Atlantic subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,TORPEDINIFORMES,NARCINIDAE,Discopyge,tschudii,,,,Southwest Atlantic subpopulation,"Heckel in Tschudi, 1844",
44995,Discopyge tschudii Southeast Pacific subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,TORPEDINIFORMES,NARCINIDAE,Discopyge,tschudii,,,,Southeast Pacific subpopulation,"Heckel in Tschudi, 1844",
4615,Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,mydas,,,,,"(Linnaeus, 1758)",
60216,Centrophorus granulosus Western Central Atlantic subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,granulosus,,,,Western Central Atlantic subpopulation,"Garman, 1906","Synonyms = <i>Centrophorus steindachneri</i> Pietschmann, 1907; <i>Centrophorus cf. ascus</i> McEachran & Fechhelm, 1998 (misspelling of <i>C. acus</i>).
<br>
<br>Specific identification in the Western Central Atlantic region requires review. McEachran and Fechhelm (1998) suggest that specimens from the WCA represent a distinct, undescribed species. However, until more specimens of WCA ""<i>C. acus</i>"" are examined, the designation of these records remains nominal for this species pending further research."
60221,Carcharhinus signatus Eastern Atlantic subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,signatus,,,,Eastern Atlantic subpopulation,"(Poey, 1868)",
60224,Ginglymostoma cirratum Western Atlantic subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,GINGLYMOSTOMATIDAE,Ginglymostoma,cirratum,,,,Western Atlantic subpopulation,"(Bonnaterre, 1788)",
61408,Rostroraja alba,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rostroraja,alba,,,,,"(Lacepède, 1803)",
61409,Squalus acanthias Australasia subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,acanthias,,,,Australasia subpopulation,"Linnaeus, 1758",
61410,Squalus acanthias Black Sea subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,acanthias,,,,Black Sea subpopulation,"Linnaeus, 1758",
61411,Squalus acanthias Mediterranean subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,acanthias,,,,Mediterranean subpopulation,"Linnaeus, 1758",
61414,Squalus acanthias South America subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,acanthias,,,,South America subpopulation,"Linnaeus, 1758",
61415,Squalus acanthias Southern Africa subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,acanthias,,,,Southern Africa subpopulation,"Linnaeus, 1758",
63146,Raja montagui,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,montagui,,,,,"Fowler, 1910","There are no recent synonyms. In terms of identification, juvenile spotted rays can be confused with the morphologically similar blonde ray (<em>Raja brachyura</em>) and thornback ray (<em>Raja clavata</em>). Some spotted rays have fewer spots that are concentrated in the centres of the wings and can be misidentified as cuckoo rays (<em>Leucoraja naevus</em>)."
63163,Carcharias taurus Southwest Atlantic subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Carcharias,taurus,,,,Southwest Atlantic subpopulation,"Rafinesque, 1810","See Compagno (1984, 2001) for a detailed discussion of the taxonomical background for this species and for its separation from the genus Odontaspis. Off India it appears to have been referred to as <i>C. tricuspidatus</i> (Compagno 1984) but this name was synonymized with <i>C. taurus</i> (Compagno 2001)."
63543,Camelus ferus,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CAMELIDAE,Camelus,ferus,,,,,"Przewalski, 1878","The International Commission on Zoological Nomenclature (2003) ruled that the name for this wild species is not invalid by virtue of being antedated by the name based on the domestic form. Therefore, IUCN considers the wild species of Bactrian Camel under <em>Camelus ferus</em>, while the domestic form is considered under <em>Camelus bactrianus</em> (see Gentry <em>et al</em>. 2004). <br/> <br/>Grubb (2005) lists <em>ferus</em> as a subspecies of <em>bactrianus</em>, contrary to most authors. <br/> <br/>One-humped camels (<em>Camelus dromedarius</em>) and Bactrian camels (<em>Camelus ferus</em>) can produce viable hybrids (<em>Camelus dromedarius hybridus</em> J. Fischer 1829, unavailable), but hybrid males are thought to be sterile (A.P. Gray 1972). <br/> <br/>Samples of skin taken from the remains of dead wild Bactrian Camels have been sent to scientists for genetic DNA testing. The results have been remarkable. Each skin sample has shown two or three distinct genetic differences to the domestic Bactrian camel and a 3% base difference. This answers the charge that the wild Bactrian camel is a domestic runaway."
8005,Eretmochelys imbricata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Eretmochelys,imbricata,,,,,"(Linnaeus, 1766)","Genetic analyses in the Atlantic and Indo-Pacific indicate that nesting populations comprise separate and identifiable stocks that should be treated as separate management units (Bass<em> et al. </em>1996, Bowen<em> et al. </em>1996, Bowen and Karl 2007). Hawksbill aggregations on foraging grounds comprise animals from multiple nesting populations and often include animals from distant rookeries (Broderick <em>et al. </em>1994, Bowen <em>et al.</em> 2007)."
9917,Nilgiritragus hylocrius,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Nilgiritragus,hylocrius,,,,,"(Ogilby, 1838)","<p>The Nilgiri Tahr was first described by Gray from a drawing and notes of General Hardwicke, and they were said to have been sent from Nepal and from Chittagong. However, it has hitherto only been found on the Neelgherry and adjacent hills, extending south along the Western Ghats nearly to Cape Comorin.&#160;The specific name given by Gray was the <em>Tamul,</em> word for rock or precipice goat. It was called Ibex by sportsmen in Madras (Jerdon, 1874).&#160; Later, Rice, (1984) provided a detailed description on the taxonomic history of Tahr. The Nilgiri Tahr was first named <em>Kemas hylocrius </em>by (Ogilby, 1838). Based on molecular phylogenetic analysis, Ropiquet and Hassanin (2005) proposed the name <em>Nilgiritragus hylocrius</em> for the species as it is claimed that the three species of Tahr (Himalayan, Arabian and Nilgiri) have had different lineages.<br/><br/>We follow Ropiquet and Hassanin (2005)in removing this species from the genus <em>Hemitragus</em>, and placing it in the monotypic genus <em>Nilgiritragus</em>, based on analyses of four molecular markers. No subspecies are recognized.</p>"
14134315,Dipturus canutus,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,canutus,,,,,"Last, 2008",
161339,Raja radula,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,radula,,,,,"Delaroche, 1809",
16727327,Centrophorus moluccensis Eastern Australian subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,moluccensis,,,,Eastern Australian subpopulation,"Bleeker, 1860","The Endeavour Dogfish was known in Australia as <em>Centrophorus scalpratus</em> McCullogh, 1915 until its taxonomy was reviewed by Last and Stevens (1994) who synonymized the species with <em>C. moluccensis</em>.<br/><br/>However, there is still some taxonomic uncertainty regarding the Endeavour Dogfish and it may represent a species-group (Compagno <em>et al.</em> 2005). It is probably confined to the Indo-West Pacific region including eastern and western Australia; the identity of the South African population needs to be validated (see Last and Stevens 2009)."
16727330,Centrophorus moluccensis Western Australian subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,moluccensis,,,,Western Australian subpopulation,"Bleeker, 1860",There is taxonomic uncertainty regarding the Endeavour Dogfish (<em>Centrophorus moluccensis</em>) and it may represent a species-group (Compagno <em>et al.</em> 2005). It is probably confined to the Indo-West Pacific region including eastern and western Australia; the identity of the South African population needs to be validated (see Last and Stevens 2009).
41756,Platanista gangetica ssp. gangetica,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PLATANISTIDAE,Platanista,gangetica,subspecies,gangetica,,,"(Roxburgh, 1801)","<p>The Ganges River Dolphin (<em>Platanista gangetica</em> Lebeck, 1801) is one of two recognized species in the family Platanistidae (Braulik et al. 2014a, Braulik et al. 2021). From the late 1990s until 2021 the Ganges River Dolphin, and its sister species the Indus River Dolphin (<em>Platanista minor </em>Owen, 1853), were recognized and listed on the Red List as subspecies <em>P. &#160;g. gangetica</em> and <em>P. g. </em>minor, respectively (Rice 1998, Society for Marine Mammalogy 2020).&#160; In early 2021&#160; evidence from a comparison of mtDNA control regions together with </span>external and skeletal morphology was published, indicating that Indus and Ganges dolphins are substantially different and warrant a change in taxonomy to classify them as separate species (Braulik et al. 2014a, Braulik et al. 2021).&#160; This taxonomic change was approved by the cetacean taxonomic authority the Committee on Taxonomy of the Society for Marine Mammalogy, in mid-2021 (Committee of Taxonomy 2021). </span>Details on the taxonomic history of the two species are summarized in Braulik et al. (2021). </p>"
41757,Platanista gangetica ssp. minor,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PLATANISTIDAE,Platanista,gangetica,subspecies,minor,,,"Owen, 1853","<p>The Indus River Dolphin (<em>Platanista minor </em>(Owen, 1853)), is one of two recognized species in the family Platanistidae (Braulik et al. 2015a, Braulik et al. 2021). From the late 1990’s until 2021, the Indus River dolphin and its sister species, the Ganges River Dolphin (<em>Platanista gangetica </em>(Lebeck, 1801)), were recognized and listed on the Red List as subspecies <em>P. g. minor</em> and <em>P. g. gangetica</em>, respectively (Rice 1998, Society for Marine Mammalogy 2021).&#160; In early 2021, evidence from a comparison of mtDNA control region sequences together with </span>external and skeletal morphology was published, indicating substantial differences between Indus and Ganges dolphins that warranted a change in taxonomy to separate species (Braulik et al. 2015a, Braulik et al. 2021).&#160; This change was approved by the Committee on Taxonomy of the Society for Marine Mammalogy, the generally recognized authority, in mid-2021 (Committee of Taxonomy 2021). </span>Details on the taxonomic history of the two species are summarized in Braulik et al. (2021). </p>"
41761,Pontoporia blainvillei Rio Grande do Sul/Uruguay subpopulation,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PONTOPORIIDAE,Pontoporia,blainvillei,,,,Rio Grande do Sul/Uruguay subpopulation,"(Gervais &amp; d'Orbigny, 1844)",Some authors prefer to place it rather in the family Iniidae.
133714,Tursiops truncatus ssp. ponticus,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Tursiops,truncatus,subspecies,ponticus,,,"Barabash-Nikiforov, 1940","Black Sea Bottlenose Dolphins are recognized as a subspecies based on both morphologic (Barabasch-Nikiforov 1940, Tomilin, 1957) and genetic (Natoli <em>et al.</em> 2005, Viaud-Martinez <em>et al.</em> 2008, Moura<em> et al. </em>2013) evidence."
133712,Stenella longirostris ssp. orientalis,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Stenella,longirostris,subspecies,orientalis,,,Perrin 1990,"The eastern Spinner Dolphin is one of two subspecies described from the eastern tropical Pacific (Perrin 1990); the other is the Central American spinner dolphin, <span style=""font-style: italic;"">S. l. centroamericana</span>."
11186,Lama guanicoe,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CAMELIDAE,Lama,guanicoe,,,,,"(P.L.S. Müller, 1776)","<p><span lang=""EN-GB"">There is strong morphological,&#160;<span lang=""EN-GB"">chromosomal<span lang=""EN-GB"">, molecular, and archaeological evidence demonstrating that the Llama originally began with the domestication of the Guanaco in the Central Andes (Wheeler <em>et al.</em>&#160;2006, Marín<em> et al.</em>&#160;2007), as indicated in the name&#160;<em>Lama glama</em>&#160;first suggested by Linneaus (1758) for designating the Guanaco species (Grubb 2005). Today, the endorsement is clear that&#160;<em>Lama guanicoe</em>&#160;is a valid species for the wild form (Gentry <em>et al.</em>&#160;2004).<br/><span lang=""EN-GB""><br/>Throughout the first half of the 20<sup>th</sup>&#160;Century four morphological Guanaco subspecies (<em>L. g. cacsilensis</em>,&#160;<em>L. g. voglii</em>,&#160;<em>L. g. huanacus</em>,&#160;and&#160;<em>L. g. guanicoe</em>) were described based upon subtle differences in cranium biometrics, pelage colour, and body size (Wheeler 1995, González <em>et al.</em> 2006). However, analysis of Guanaco mitochondrial-DNA markers failed to clearly differentiate four subspecies throughout the wide geographic range of the species.&#160; Yet, genetic analysis did distinguish populations found in Peru and northern Chile, compared to other populations in Argentina, Bolivia, and remainder of Chile (Marín <em>et al.&#160;</em>2008). Additional analysis with DNA-nuclear genes demonstrated the valid existence of two subspecies (<em>L. g. cacsilensis</em>&#160;and&#160;<em>L. g. guanicoe</em>) with the presence of a geographical zone of hybrid populations between both subspecies (Marín <em>et al.&#160;</em>2013).<br/><br/>&#160;<span lang=""EN-GB"">The&#160;<span lang=""EN-GB"">Northwestern<span lang=""EN-GB"">&#160;or&#160;<em>cacsilensis</em>&#160;subspecies is distributed on the western side of the Andes&#160;from the north central to the southern&#160;Peru to the northern extreme of Chile, whereas the Southeastern subspecies or&#160;<em>guanicoe</em>&#160;is found throughout all of Patagonia to the extreme Austral end of the continent. Both lineages apparently formed due to the presence of the Andean altiplano (plateau) that served as a biogeographical and ecological barrier separating the populations to east and west of the Andean continental divide. The hybrid zone came about through genetic flow between the two subspecies where a geographic contact zone existed in the region south of the altiplano in Central Chile, in far northwestern Patagonia, and with an extension northeast into northwestern Argentina and southern Bolivia (Marín <em>et al.</em>&#160;2013).&#160; An alternative to the classification of two subspecies is the possibility they could be considered Evolutionary Significant Units (sensu Moritz 1994, Marín <em>et al.</em>&#160;2013).&#160;<br/><br/>At the current population level at least eight, independent genetic and demographic or Management Units (MUs, according to Moritz 1994 definition) have been identified that should be managed separately in order to maintain their local genetic adaptiveness (Marín <em>et al.</em>&#160;2013): 1) Peruvian Hyper-Arid Desert, 2) Chilean Pre-Andean Altiplano, 3) Chilean Arid Zone and Pre-Puna, 4) Bolivian Chaco, 5) North and Central Patagonia, 6) Patagonia Occidental, 7) Patagonia Austral, and 8) Fueguian Zone.&#160;<span lang=""EN-US"">Guanaco populations in northeast and northcentral Argentina that were not included in Marín <em>et al.</em>&#160;(2013) have yet to be assessed for MU classification.</span>&#160;<br/><br/>Although previous taxonomic classification was based upon phenotypic characteristics&#160;<span lang=""EN-US"">(Wheeler 1995, González <em>et al. </em>2006), there have been no wide-scale studies dealing with morphological variations in the species. Preliminary examination of Guanaco skulls at museums indicates a differentiation between individuals across the continent in Bolivia, Chile, Patagonia, and Tierra del Fuego (Groves and Grubb 2011)<span lang=""EN-GB"">.</span></span></span></span></p><span lang=""EN-GB"">"
10032,Choeropsis liberiensis,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,HIPPOPOTAMIDAE,Choeropsis,liberiensis,,,,,"(Morton, 1849)","Formerly included in the genus <em>Hexaprotodon</em><em> </em>but a review of the taxonomy and phylogeny of the hippopotamids has restricted the definition of&#160;<em>Hexaprotodon</em>&#160;to extinct Indian and Southeast Asian Hippos and revalidated&#160;<em>Choeropsis</em>&#160;for the extant Pygmy Hippo (Boisserie 2005).<br/><br/>Two subspecies are recognized. The nominate subspecies <em>C. l. liberiensis</em> occurs in Côte d’Ivoire, Guinea, Liberia and Sierra Leone. The subspecies <em>C. l. heslopi </em>(Heslop’s Pygmy Hippopotamus)<em> </em>is known only from the Niger Delta,<em> </em>Nigeria. It was considered a distinct subspecies by Corbet (1969) and Coryndon (1977), based on variations in cranial anatomy."
10103,Hippopotamus amphibius,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,HIPPOPOTAMIDAE,Hippopotamus,amphibius,,,,,"Linnaeus, 1758","Grubb (1993) lists five subspecies: <em>H</em>. <em>a</em>. <em>amphibius</em> from eastern Gambia to Sudan, Ethiopia, the northern Democratic Republic of the Congo (DRC), Tanzania and Mozambique, <em>H</em>. <em>a</em>. <em>tschadensis</em> from Nigeria and Chad, <em>H</em>. <em>a</em>. <em>kiboko</em> from Somalia and Kenya, <em>H</em>. <em>a</em>. <em>constrictus </em>from Angola, the southern DRC and Namibia, and finally, <em>H</em>. <em>a</em>. <em>capensis</em> from Zambia southwards to South Africa. It is important to note, however, that this classification has not been widely accepted (Eltringham 1999; Beckwitt et al. 2016), and recent taxonomic research of this species is lacking. Furthermore, these five subspecies are visually indistinguishable in the wild, and the geographic extent of each range remains vague (Eltringham 1993)."
3796,Capra nubiana,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Capra,nubiana,,,,,"F. Cuvier, 1825","This taxon is sometimes treated as a subspecies of <em>Capra ibex</em>, but is here regarded as a distinct species following Grubb (2005)."
3794,Capra caucasica,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Capra,caucasica,,,,,"Güldenstädt &amp; Pallas, 1783","It is still unclear whether or not <em>Capra caucasica</em> and <em>Capra cylindricornis</em> are two separate species (as followed here), or are a single species with geographically dependent variability, or two semi-species with a morphologically intermediate, possibly hybrid population between them (Weinberg, Akkiev and Buchukuri 2010).</span>"
