species_id,class,common_name,sciname,grp_code,depth_m_min_adj,depth_m_max_adj,gear,gear_min,gear_max,ol_length,gear_range,spp_range,encount_prob,overlap_prop,encount123,sumA,ncells_overlap,A_scaled,ncells_spp,prop_exposure,avail123,sel0123,pcm,suscept0123
ITS-Mam-180440,Mammalia,Fraser's dolphin,Lagenodelphis hosei,SOCD,0,600,PST,0,280,280,280,600,0.4666666666666667,0.4666666666666667,2,102.55367528792158,15703,1.1747632417068472,16814,0.9339241108599976,3,3,1,2.0597671439071177
ITS-Mam-180440,Mammalia,Fraser's dolphin,Lagenodelphis hosei,SOCD,0,600,LLT,0,400,400,400,600,0.6666666666666666,0.6666666666666666,3,181.3712070095199,15780,1.3090790228928562,16814,0.9385036279291067,3,1,1,1.7320508075688774
Fis-23899,Elasmobranchii,Thresher,Alopias vulpinus,OE,0,650,GND,0,20,20,20,650,0.03076923076923077,0.03076923076923077,1,1159.9261832844654,20489,2.9766696363122893,22145,0.9252201399864529,3,3,3,2.2795070569547775
Fis-23899,Elasmobranchii,Thresher,Alopias vulpinus,OE,0,650,PST,0,280,280,280,650,0.4307692307692308,0.4307692307692308,2,477.1961433226403,20605,1.8132049013274616,22145,0.930458342741025,3,3,2,2.449489742783178
Fis-23899,Elasmobranchii,Thresher,Alopias vulpinus,OE,0,650,LLT,0,400,400,400,650,0.6153846153846154,0.6153846153846154,3,847.9818136580238,20806,2.4450740537336606,22145,0.9395348837209302,3,3,2,2.7108060108295344
ITS-Mam-180434,Mammalia,striped dolphin,Stenella coeruleoalba,SOCD,0,700,GND,0,20,20,20,700,0.02857142857142857,0.02857142857142857,1,710.1498631092213,18911,2.21018968592897,20441,0.9251504329533781,3,3,3,2.2795070569547775
ITS-Mam-180434,Mammalia,striped dolphin,Stenella coeruleoalba,SOCD,0,700,PST,0,280,280,280,700,0.4,0.4,2,338.50475052106293,19183,1.5768559271713127,20441,0.9384570226505553,3,3,1,2.0597671439071177
ITS-Mam-180434,Mammalia,striped dolphin,Stenella coeruleoalba,SOCD,0,700,LLT,0,400,400,400,700,0.5714285714285714,0.5714285714285714,3,575.2103613398699,19272,1.9802344437752168,20441,0.9428110170735287,3,1,1,1.7320508075688774
Fis-23898,Elasmobranchii,Bigeye thresher,Alopias superciliosus,OE,0,730,GND,0,20,20,20,730,0.0273972602739726,0.0273972602739726,1,863.8284598728612,15134,2.472078891604534,16730,0.9046025104602511,3,3,3,2.2795070569547775
Fis-23898,Elasmobranchii,Bigeye thresher,Alopias superciliosus,OE,0,730,PST,0,280,280,280,730,0.3835616438356164,0.3835616438356164,2,381.5952760857874,15407,1.6502880364561514,16730,0.9209205020920502,3,3,2,2.449489742783178
Fis-23898,Elasmobranchii,Bigeye thresher,Alopias superciliosus,OE,0,730,LLT,0,400,400,400,730,0.547945205479452,0.547945205479452,3,653.2527005315769,15501,2.113229191582641,16730,0.9265391512253437,3,3,2,2.7108060108295344
ITS-Mam-180466,Mammalia,short-finned pilot whale,Globicephala macrorhynchus,LOD,0,800,GND,0,20,20,20,800,0.025,0.025,1,626.4895663657308,17507,2.0676211752701157,19056,0.9187132661628883,3,2,2,1.8612097182041991
ITS-Mam-180466,Mammalia,short-finned pilot whale,Globicephala macrorhynchus,LOD,0,800,PST,0,280,280,280,800,0.35,0.35,2,281.23087867260233,17789,1.479253469052654,19056,0.9335117548278757,3,1,1,1.5650845800732873
ITS-Mam-180466,Mammalia,short-finned pilot whale,Globicephala macrorhynchus,LOD,0,800,LLT,0,400,400,400,800,0.5,0.5,2,523.5535866979271,17882,1.89220428236278,19056,0.938392107472712,3,2,1,1.8612097182041991
Fis-23129,Elasmobranchii,Tiger shark,Galeocerdo cuvier,PGE,1,800,GND,0,20,19,20,799,0.02259073842302878,0.023779724655819776,1,533.5274973852472,1972,1.909201181100726,2503,0.7878545745105873,3,3,3,2.2795070569547775
Fis-23129,Elasmobranchii,Tiger shark,Galeocerdo cuvier,PGE,1,800,PST,0,280,279,280,799,0.34793938852136597,0.34918648310387984,2,147.4306318985682,1952,1.2512396721753982,2503,0.7798641630043948,3,3,3,2.7108060108295344
Fis-23129,Elasmobranchii,Tiger shark,Galeocerdo cuvier,PGE,1,800,LLT,0,400,399,400,799,0.4981257822277847,0.49937421777221525,2,375.68331722182415,2034,1.640213255429544,2503,0.8126248501797843,3,3,3,2.7108060108295344
ITS-Mam-180524,Mammalia,northern minke whale,Balaenoptera acutorostrata,BW,0,1000,GND,0,20,20,20,1000,0.02,0.02,1,142.9762213348688,21096,1.2436487514561372,23183,0.9099771384203943,3,2,2,1.8612097182041991
ITS-Mam-180524,Mammalia,northern minke whale,Balaenoptera acutorostrata,BW,0,1000,PST,0,280,280,280,1000,0.28,0.28,2,88.05700843095224,20977,1.1500589520525497,23183,0.9048440667730665,3,1,1,1.5650845800732873
ITS-Mam-612597,Mammalia,Bryde's whale,Balaenoptera brydei,BW,0,1000,GND,0,20,20,20,1000,0.02,0.02,1,946.173328481374,18899,2.6124057340243003,20478,0.922892860630921,3,2,2,1.8612097182041991
ITS-Mam-612597,Mammalia,Bryde's whale,Balaenoptera brydei,BW,0,1000,PST,0,280,280,280,1000,0.28,0.28,2,409.1593661210937,19161,1.6972609903777611,20478,0.9356870788162907,3,1,1,1.5650845800732873
ITS-Mam-180525,Mammalia,Eden's whale,Balaenoptera edeni,BW,0,1000,GND,0,20,20,20,1000,0.02,0.02,1,674.6702927447352,19189,2.149727678231461,20759,0.9243701527048509,3,2,2,1.8612097182041991
ITS-Mam-180525,Mammalia,Eden's whale,Balaenoptera edeni,BW,0,1000,PST,0,280,280,280,1000,0.28,0.28,2,305.7594148402063,19447,1.5210534268125362,20759,0.9367984970374296,3,1,1,1.5650845800732873
ITS-Mam-180457,Mammalia,Risso's dolphin,Grampus griseus,LOD,0,1000,GND,0,20,20,20,1000,0.02,0.02,1,724.3651654409837,20099,2.234414492209763,21707,0.9259225134749159,3,2,2,1.8612097182041991
ITS-Mam-180457,Mammalia,Risso's dolphin,Grampus griseus,LOD,0,1000,PST,0,280,280,280,1000,0.28,0.28,2,258.0274465903401,20267,1.439711668665729,21707,0.9336619523655963,3,1,1,1.5650845800732873
ITS-Mam-180457,Mammalia,Risso's dolphin,Grampus griseus,LOD,0,1000,LLT,0,400,400,400,1000,0.4,0.4,2,529.6188580386506,20424,1.9025403286768403,21707,0.9408946422812917,3,2,1,1.8612097182041991
ITS-Mam-180495,Mammalia,Arnoux's beaked whale,Berardius arnuxii,OTW,0,1000,GND,0,20,20,20,1000,0.02,0.02,1,44.44329243545008,11935,1.0757352551997674,12594,0.9476734953152295,3,2,2,1.8612097182041991
ITS-Mam-180495,Mammalia,Arnoux's beaked whale,Berardius arnuxii,OTW,0,1000,LLT,0,400,400,400,1000,0.4,0.4,2,78.86443271180246,11874,1.134393554242448,12594,0.9428299190090519,3,1,1,1.5650845800732873
ITS-Mam-180516,Mammalia,strap-toothed whale,Mesoplodon layardii,OTW,0,1000,GND,0,20,20,20,1000,0.02,0.02,1,69.39421305296878,11952,1.1182550134420033,12616,0.9473684210526315,3,2,2,1.8612097182041991
ITS-Mam-180516,Mammalia,strap-toothed whale,Mesoplodon layardii,OTW,0,1000,LLT,0,400,400,400,1000,0.4,0.4,2,116.40555274596773,11892,1.1983687226326156,12616,0.9426125554850983,3,1,1,1.5650845800732873
ITS-Mam-180500,Mammalia,Shepherd's beaked whale,Tasmacetus shepherdi,OTW,0,1000,GND,0,20,20,20,1000,0.02,0.02,1,6.672253998380256,2471,1.011368274617304,2494,0.9907778668805133,3,2,2,1.8612097182041991
ITS-Mam-180500,Mammalia,Shepherd's beaked whale,Tasmacetus shepherdi,OTW,0,1000,LLT,0,400,400,400,1000,0.4,0.4,2,14.654553876028784,2473,1.0249711979810352,2494,0.9915797914995991,3,1,1,1.5650845800732873
Fis-23273,Elasmobranchii,Scalloped hammerhead,Sphyrna lewini,SSE,0,1000,GND,0,20,20,20,1000,0.02,0.02,1,994.9827527905692,13281,2.6955836236654753,14898,0.8914619412001611,3,3,3,2.2795070569547775
Fis-23273,Elasmobranchii,Scalloped hammerhead,Sphyrna lewini,SSE,0,1000,PST,0,280,280,280,1000,0.28,0.28,2,383.626184877804,13541,1.6537489809307993,14898,0.9089139481809639,3,2,3,2.449489742783178
Fis-23273,Elasmobranchii,Scalloped hammerhead,Sphyrna lewini,SSE,0,1000,LLT,0,400,400,400,1000,0.4,0.4,2,678.6571515928117,13653,2.15652182731176,14898,0.9164317358034636,3,3,3,2.7108060108295344
Fis-23047,Elasmobranchii,Grey reef shark,Carcharhinus amblyrhynchos,SSE,0,1000,GND,0,20,20,20,1000,0.02,0.02,1,567.8951663365406,1909,1.967768357741582,2441,0.782056534207292,3,3,3,2.2795070569547775
Fis-23047,Elasmobranchii,Grey reef shark,Carcharhinus amblyrhynchos,SSE,0,1000,PST,0,280,280,280,1000,0.28,0.28,2,162.01800783189492,1891,1.276098542418373,2441,0.774682507169193,3,2,3,2.449489742783178
Fis-23047,Elasmobranchii,Grey reef shark,Carcharhinus amblyrhynchos,SSE,0,1000,LLT,0,400,400,400,1000,0.4,0.4,2,379.185774576404,1962,1.6461819185603912,2441,0.8037689471528062,3,3,3,2.7108060108295344
Fis-23071,Elasmobranchii,Great white shark,Carcharodon carcharias,PGE,0,1200,GND,0,20,20,20,1200,0.01666666666666666,0.016666666666666666,1,884.3969554969368,20680,2.507130402318256,22346,0.9254452698469525,3,3,3,2.2795070569547775
Fis-23071,Elasmobranchii,Great white shark,Carcharodon carcharias,PGE,0,1200,PST,0,280,280,280,1200,0.23333333333333336,0.23333333333333334,1,384.3614051177012,20744,1.655001896097115,22346,0.9283093171037322,3,3,3,2.2795070569547775
Fis-23071,Elasmobranchii,Great white shark,Carcharodon carcharias,PGE,0,1200,LLT,0,400,400,400,1200,0.3333333333333333,0.3333333333333333,2,716.5571656928985,20991,2.221108599944973,22346,0.9393627494853665,3,3,3,2.7108060108295344
ITS-Mam-180502,Mammalia,longman's beaked whale,Indopacetus pacificus,OTW,0,1500,GND,0,20,20,20,1500,0.01333333333333333,0.013333333333333334,1,850.2360790874372,15686,2.448915628260782,17227,0.910547396528705,3,2,2,1.8612097182041991
ITS-Mam-180502,Mammalia,longman's beaked whale,Indopacetus pacificus,OTW,0,1500,LLT,0,400,400,400,1500,0.26666666666666666,0.26666666666666666,2,631.9425797255312,16064,2.076913850811218,17227,0.9324896964068032,3,1,1,1.5650845800732873
Fis-35514,Elasmobranchii,Chilean devil ray,Mobula tarapacana,FFE,0,1896,GND,0,20,20,20,1896,0.01054852320675105,0.010548523206751054,1,845.5969326638985,14062,2.4410098925405253,15642,0.898989898989899,3,3,3,2.2795070569547775
Fis-35514,Elasmobranchii,Chilean devil ray,Mobula tarapacana,FFE,0,1896,PST,0,280,280,280,1896,0.14767932489451477,0.14767932489451477,1,367.5463845160191,14339,1.6263468167202144,15642,0.9166986318885053,3,2,2,1.8612097182041991
Fis-35514,Elasmobranchii,Chilean devil ray,Mobula tarapacana,FFE,0,1896,LLT,0,400,400,400,1896,0.2109704641350211,0.2109704641350211,1,628.0176344609067,14445,2.0702252108879016,15642,0.9234752589182968,3,1,2,1.5650845800732873
Fis-30583,Elasmobranchii,Whale shark,Rhincodon typus,FFE,0,1928,GND,0,20,20,20,1928,0.01037344398340249,0.01037344398340249,1,1164.2340478840397,14129,2.984010822800838,15748,0.8971932943865888,3,3,3,2.2795070569547775
Fis-30583,Elasmobranchii,Whale shark,Rhincodon typus,FFE,0,1928,PST,0,280,280,280,1928,0.14522821576763487,0.14522821576763487,1,441.880601773958,14389,1.75302242101492,15748,0.9137033274066548,3,2,2,1.8612097182041991
Fis-30583,Elasmobranchii,Whale shark,Rhincodon typus,FFE,0,1928,LLT,0,400,400,400,1928,0.2074688796680498,0.2074688796680498,1,758.3028243717145,14493,2.2922488733599695,15748,0.9203073406146812,3,1,2,1.5650845800732873
Fis-22747,Elasmobranchii,Basking shark,Cetorhinus maximus,FFE,0,2000,GND,0,20,20,20,2000,0.01,0.01,1,33.36144583976693,3424,1.0568502831641002,3549,0.964778810932657,3,3,3,2.2795070569547775
Fis-22747,Elasmobranchii,Basking shark,Cetorhinus maximus,FFE,0,2000,PST,0,280,280,280,2000,0.14,0.14,1,25.352190704088173,3272,1.0432014243788923,3549,0.9219498450267681,3,2,2,1.8612097182041991
Fis-22747,Elasmobranchii,Basking shark,Cetorhinus maximus,FFE,0,2000,LLT,0,400,400,400,2000,0.2,0.2,1,69.46771661438277,3375,1.118380273495898,3549,0.9509721048182587,3,1,2,1.5650845800732873
ITS-Mam-180475,Mammalia,spectacled porpoise,Phocoena dioptrica,IDP,0,100,GND,0,20,20,20,100,0.2,0.2,1,4.452242452922292,5197,1.0075850733617333,5776,0.8997576177285319,3,3,3,2.2795070569547775
ITS-Mam-180475,Mammalia,spectacled porpoise,Phocoena dioptrica,IDP,0,100,PST,0,280,100,280,100,0.35714285714285715,1,3,4.219808505697074,4835,1.0071889743401858,5776,0.837084487534626,3,1,1,1.7320508075688774
ITS-Mam-180475,Mammalia,spectacled porpoise,Phocoena dioptrica,IDP,0,100,LLT,0,400,100,400,100,0.25,1,3,9.418413811632943,5110,1.0160481039969087,5776,0.8846952908587258,3,1,1,1.7320508075688774
ITS-Mam-180463,Mammalia,false killer whale,Pseudorca crassidens,LOD,0,1000,GND,0,20,20,20,1000,0.02,0.02,1,549.2317195682592,18771,1.935963309073479,20286,0.9253179532682638,3,2,2,1.8612097182041991
ITS-Mam-180463,Mammalia,false killer whale,Pseudorca crassidens,LOD,0,1000,PST,0,280,280,280,1000,0.28,0.28,2,258.71542644581933,19050,1.4408840797995277,20286,0.9390712806861875,3,1,1,1.5650845800732873
ITS-Mam-180463,Mammalia,false killer whale,Pseudorca crassidens,LOD,0,1000,LLT,0,400,400,400,1000,0.4,0.4,2,473.13194625862855,19144,1.806278957421037,20286,0.9437050182391797,3,2,1,1.8612097182041991
ITS-Mam-180505,Mammalia,Southern bottlenose whale,Hyperoodon planifrons,OTW,0,2000,GND,0,20,20,20,2000,0.01,0.01,1,53.82630786427126,11964,1.0917251881458296,12626,0.947568509424996,3,2,2,1.8612097182041991
ITS-Mam-180505,Mammalia,Southern bottlenose whale,Hyperoodon planifrons,OTW,0,2000,LLT,0,400,400,400,2000,0.2,0.2,1,91.72415300321929,11904,1.156308264574615,12626,0.9428164105813401,3,1,1,1.3160740129524926
ITS-Mam-180492,Mammalia,dwarf sperm whale,Kogia sima,OTW,0,2000,GND,0,20,20,20,2000,0.01,0.01,1,671.2037083290119,15883,2.1438201474616596,17411,0.9122393888920797,3,2,2,1.8612097182041991
ITS-Mam-180492,Mammalia,dwarf sperm whale,Kogia sima,OTW,0,2000,LLT,0,400,400,400,2000,0.2,0.2,1,517.0996200803534,16267,1.8812058464938437,17411,0.9342944115788869,3,1,1,1.3160740129524926
ITS-Mam-180513,Mammalia,Andrew's beaked whale,Mesoplodon bowdoini,OTW,0,2000,GND,0,20,20,20,2000,0.01,0.01,1,81.37971733895347,11991,1.138679940941213,12660,0.9471563981042654,3,2,2,1.8612097182041991
ITS-Mam-180513,Mammalia,Andrew's beaked whale,Mesoplodon bowdoini,OTW,0,2000,LLT,0,400,400,400,2000,0.2,0.2,1,139.3809020020335,11933,1.2375218388993132,12660,0.9425750394944707,3,1,1,1.3160740129524926
ITS-Mam-180517,Mammalia,Blainville's beaked whale,Mesoplodon densirostris,OTW,0,2000,GND,0,20,20,20,2000,0.01,0.01,1,546.849387599654,18811,1.931903491766108,20328,0.9253738685556867,3,2,2,1.8612097182041991
ITS-Mam-180517,Mammalia,Blainville's beaked whale,Mesoplodon densirostris,OTW,0,2000,LLT,0,400,400,400,2000,0.2,0.2,1,471.8718891592679,19177,1.804131648948635,20328,0.9433785911058639,3,1,1,1.3160740129524926
ITS-Mam-180510,Mammalia,ginkgo-toothed beaked whale,Mesoplodon ginkgodens,OTW,0,2000,GND,0,20,20,20,2000,0.01,0.01,1,1082.0705358654916,15765,2.843993036647137,17379,0.9071292939754877,3,2,2,1.8612097182041991
ITS-Mam-180510,Mammalia,ginkgo-toothed beaked whale,Mesoplodon ginkgodens,OTW,0,2000,LLT,0,400,400,400,2000,0.2,0.2,1,728.5366224068866,16145,2.241523221559955,17379,0.9289947637953853,3,1,1,1.3160740129524926
ITS-Mam-180511,Mammalia,Gray's beaked whale,Mesoplodon grayi,OTW,0,2000,GND,0,20,20,20,2000,0.01,0.01,1,69.84524275566173,11942,1.1190236293264653,12607,0.9472515269294837,3,2,2,1.8612097182041991
ITS-Mam-180511,Mammalia,Gray's beaked whale,Mesoplodon grayi,OTW,0,2000,LLT,0,400,400,400,2000,0.2,0.2,1,114.62291408465352,11882,1.1953308641874598,12607,0.9424922662013168,3,1,1,1.3160740129524926
ITS-Mam-180508,Mammalia,True's beaked whale,Mesoplodon mirus,OTW,0,2000,GND,0,20,20,20,2000,0.01,0.01,1,87.1812243646009,9724,1.148566497030769,9826,0.9896193771626297,3,2,2,1.8612097182041991
ITS-Mam-180508,Mammalia,True's beaked whale,Mesoplodon mirus,OTW,0,2000,LLT,0,400,400,400,2000,0.2,0.2,1,145.24979233614408,9757,1.247523225300317,9826,0.9929778139629554,3,1,1,1.3160740129524926
Rep-4381,Reptilia,leatherback turtle,Dermochelys coriacea,ST,0,2000,GND,0,20,20,20,2000,0.01,0.01,1,984.5215993490646,21171,2.677756397083888,23020,0.9196785403996525,3,3,3,2.2795070569547775
Rep-4381,Reptilia,leatherback turtle,Dermochelys coriacea,ST,0,2000,PST,0,280,280,280,2000,0.14,0.14,1,354.8404113236987,21112,1.604694112331004,23020,0.917115551694179,3,3,2,2.0597671439071177
Rep-4381,Reptilia,leatherback turtle,Dermochelys coriacea,ST,0,2000,LLT,0,400,400,400,2000,0.2,0.2,1,643.1333093523223,21441,2.0959843743233364,23020,0.9314074717636838,3,3,2,2.0597671439071177
ITS-Mam-180488,Mammalia,sperm whale,Physeter macrocephalus,OTW,0,2500,GND,0,20,20,20,2500,0.008,0.008,1,516.3778601822687,21095,1.8799758695785247,23169,0.9104838361603868,3,2,2,1.8612097182041991
ITS-Mam-180488,Mammalia,sperm whale,Physeter macrocephalus,OTW,0,2500,LLT,0,400,400,400,2500,0.16,0.16,1,491.24987792978663,21368,1.8371543742570031,23169,0.9222668220467003,3,1,1,1.3160740129524926
ITS-Mam-180507,Mammalia,Hector's beaked whale,Mesoplodon hectori,OTW,0,2500,GND,0,20,20,20,2500,0.008,0.008,1,27.211615509587205,8072,1.0463701368449134,8137,0.9920117979599361,3,2,2,1.8612097182041991
ITS-Mam-180507,Mammalia,Hector's beaked whale,Mesoplodon hectori,OTW,0,2500,LLT,0,400,400,400,2500,0.16,0.16,1,55.92782453621476,8017,1.095306458039748,8137,0.985252550079882,3,1,1,1.3160740129524926
ITS-Mam-180498,Mammalia,Cuvier's beaked whale,Ziphius cavirostris,OTW,0,3000,GND,0,20,20,20,3000,0.00666666666666666,0.006666666666666667,1,632.4810765134699,20549,2.0778315224910875,22113,0.9292723737168181,3,2,2,1.8612097182041991
ITS-Mam-180498,Mammalia,Cuvier's beaked whale,Ziphius cavirostris,OTW,0,3000,LLT,0,400,400,400,3000,0.13333333333333333,0.13333333333333333,1,546.9674183608088,20858,1.932104632217251,22113,0.9432460543571655,3,1,1,1.3160740129524926
Fis-29459,Elasmobranchii,Northern wobbegong,Orectolobus wardi,BE,3,10,GND,0,20,7,20,7,0.35,1,3,22.271892942022532,73,1.037952178542842,104,0.7019230769230769,3,1,2,2.0597671439071177
Fis-161453,Elasmobranchii,Northern river shark,Glyphis garricki,IE,1,11,GND,0,20,10,20,10,0.5,1,3,18.555387872117308,655,1.031618749027321,707,0.9264497878359265,3,1,3,2.2795070569547775
Fis-161453,Elasmobranchii,Northern river shark,Glyphis garricki,IE,1,11,PST,0,280,10,280,10,0.03571428571428571,1,3,11.07575018027137,663,1.0188724303133931,707,0.9377652050919377,3,1,2,2.0597671439071177
Fis-161453,Elasmobranchii,Northern river shark,Glyphis garricki,IE,1,11,LLT,0,400,10,400,10,0.025,1,3,47.21603921575297,663,1.080460392382988,707,0.9377652050919377,3,1,2,2.0597671439071177
Fis-132130,Elasmobranchii,Hasselt's bambooshark,Chiloscyllium hasseltii,BE,3,12,GND,0,20,9,20,9,0.45,1,3,61.4300002027303,83,1.104682912830049,108,0.7685185185185185,3,1,2,2.0597671439071177
Fis-64122,Elasmobranchii,Pita skate,Raja pita,BE,3,15,GND,0,20,12,20,12,0.6,1,3,50.67804609052837,83,1.086360122401168,109,0.7614678899082569,3,1,2,2.0597671439071177
Fis-23322,Elasmobranchii,Spotted eagle ray,Aetobatus narinari,PGE,1,80,GND,0,20,19,20,79,0.22848101265822784,0.24050632911392406,1,470.83737163343903,1226,1.802368690548426,1591,0.7705845380263985,3,3,3,2.2795070569547775
Fis-23322,Elasmobranchii,Spotted eagle ray,Aetobatus narinari,PGE,1,80,PST,0,280,79,280,79,0.28214285714285714,1,3,127.08689836079613,1216,1.216571186590013,1591,0.764299182903834,3,3,3,3.0000000000000004
Fis-23322,Elasmobranchii,Spotted eagle ray,Aetobatus narinari,PGE,1,80,LLT,0,400,79,400,79,0.1975,1,3,280.60218809355865,1264,1.4781820949001772,1591,0.7944688874921433,3,3,3,3.0000000000000004
Fis-23070,Elasmobranchii,Spot-tail shark,Carcharhinus sorrah,SSE,1,140,GND,0,20,19,20,139,0.12985611510791367,0.1366906474820144,1,494.4217667605735,1331,1.8425597037165349,1791,0.7431602456728085,3,3,3,2.2795070569547775
Fis-23070,Elasmobranchii,Spot-tail shark,Carcharhinus sorrah,SSE,1,140,PST,0,280,139,280,139,0.49642857142857144,1,3,141.00166357960595,1323,1.2402838368032425,1791,0.7386934673366834,3,2,3,2.7108060108295344
Fis-23070,Elasmobranchii,Spot-tail shark,Carcharhinus sorrah,SSE,1,140,LLT,0,400,139,400,139,0.3475,1,3,322.5522200021105,1387,1.5496706480621525,1791,0.774427694025684,3,3,3,3.0000000000000004
Fis-23059,Elasmobranchii,Bull shark,Carcharhinus leucas,SSE,1,152,GND,0,20,19,20,151,0.1195364238410596,0.12582781456953643,1,368.8234527527238,1472,1.6285231144815642,1908,0.7714884696016772,3,3,3,2.2795070569547775
Fis-23059,Elasmobranchii,Bull shark,Carcharhinus leucas,SSE,1,152,PST,0,280,151,280,151,0.5392857142857143,1,3,118.52015030327856,1465,1.2019722841322,1908,0.7678197064989518,3,2,3,2.7108060108295344
Fis-23059,Elasmobranchii,Bull shark,Carcharhinus leucas,SSE,1,152,LLT,0,400,151,400,151,0.3775,1,3,263.7594659714132,1517,1.4494798083692362,1908,0.7950733752620545,3,3,3,3.0000000000000004
Fis-23274,Elasmobranchii,Great hammerhead,Sphyrna mokarran,SSE,1,300,GND,0,20,19,20,299,0.06036789297658862,0.06354515050167224,1,1105.870555463356,13212,2.884551503205327,14825,0.8911973018549747,3,3,3,2.2795070569547775
Fis-23274,Elasmobranchii,Great hammerhead,Sphyrna mokarran,SSE,1,300,PST,0,280,279,280,299,0.9297778308647876,0.9331103678929766,3,425.90330594642,13487,1.7257949384556346,14825,0.9097470489038786,3,2,3,2.7108060108295344
Fis-23274,Elasmobranchii,Great hammerhead,Sphyrna mokarran,SSE,1,300,LLT,0,400,299,400,299,0.7475,1,3,731.5055422706973,13574,2.2465826643270157,14825,0.9156155143338954,3,3,3,3.0000000000000004
Fis-20033,Elasmobranchii,Pelagic stingray,Pteroplatytrygon violacea,PGE,1,381,GND,0,20,19,20,380,0.0475,0.05,1,800.5628171753109,17572,2.3642656419943866,19180,0.9161626694473409,3,3,3,2.2795070569547775
Fis-20033,Elasmobranchii,Pelagic stingray,Pteroplatytrygon violacea,PGE,1,381,PST,0,280,279,280,380,0.7315883458646616,0.7342105263157894,3,379.1188153296111,17851,1.6460678109076374,19180,0.9307090719499479,3,3,3,3.0000000000000004
Fis-20033,Elasmobranchii,Pelagic stingray,Pteroplatytrygon violacea,PGE,1,381,LLT,0,400,380,400,380,0.95,1,3,656.9842530447381,17959,2.119588263985621,19180,0.9363399374348279,3,3,3,3.0000000000000004
Fis-23222,Elasmobranchii,Blue shark,Prionace glauca,PGE,1,1000,GND,0,20,19,20,999,0.01806806806806806,0.01901901901901902,1,486.61644105509777,20188,1.8292583683836123,21850,0.9239359267734554,3,3,3,2.2795070569547775
Fis-23222,Elasmobranchii,Blue shark,Prionace glauca,PGE,1,1000,PST,0,280,279,280,999,0.2782818532818533,0.27927927927927926,2,267.42943712195745,20364,1.4557339377646683,21850,0.9319908466819222,3,3,3,2.7108060108295344
Fis-23222,Elasmobranchii,Blue shark,Prionace glauca,PGE,1,1000,LLT,0,400,399,400,999,0.3984009009009009,0.3993993993993994,2,491.1879151070984,20517,1.8370487811896732,21850,0.9389931350114417,3,3,3,2.7108060108295344
Fis-28560,Elasmobranchii,Mottled eagle ray,Aetomylaeus maculatus,IE,2,18,GND,0,20,16,20,16,0.8,1,3,473.410284972706,714,1.8067532844013297,899,0.7942157953281423,3,1,3,2.2795070569547775
Fis-28560,Elasmobranchii,Mottled eagle ray,Aetomylaeus maculatus,IE,2,18,PST,0,280,16,280,16,0.05714285714285714,1,3,113.35729713244656,710,1.1931740809705178,899,0.7897664071190211,3,1,2,2.0597671439071177
Fis-28560,Elasmobranchii,Mottled eagle ray,Aetomylaeus maculatus,IE,2,18,LLT,0,400,16,400,16,0.04,1,3,201.46989049475633,673,1.3433299098993838,899,0.7486095661846496,3,1,2,2.0597671439071177
Fis-140161,Elasmobranchii,Slender weasel shark,Paragaleus randalli,SSE,2,18,GND,0,20,16,20,16,0.8,1,3,205.0879380492879,389,1.349495554433541,639,0.6087636932707355,2,3,3,2.7108060108295344
Fis-140161,Elasmobranchii,Slender weasel shark,Paragaleus randalli,SSE,2,18,PST,0,280,16,280,16,0.05714285714285714,1,3,43.00655482046568,387,1.0732868591272084,639,0.6056338028169014,2,2,3,2.449489742783178
Fis-140161,Elasmobranchii,Slender weasel shark,Paragaleus randalli,SSE,2,18,LLT,0,400,16,400,16,0.04,1,3,104.46020142756242,412,1.1780122212448252,639,0.6447574334898278,2,3,3,2.7108060108295344
Fis-25892,Elasmobranchii,Slender bambooshark,Chiloscyllium indicum,BE,2,20,GND,0,20,18,20,18,0.9,1,3,372.0030633549905,481,1.6339416028886775,612,0.7859477124183006,3,1,2,2.0597671439071177
Fis-23063,Elasmobranchii,Blacktip reef shark,Carcharhinus melanopterus,SSE,2,75,GND,0,20,18,20,73,0.2219178082191781,0.2465753424657534,1,569.1537324523379,1251,1.9699131253754465,1628,0.7684275184275184,3,3,3,2.2795070569547775
Fis-23063,Elasmobranchii,Blacktip reef shark,Carcharhinus melanopterus,SSE,2,75,PST,0,280,73,280,73,0.26071428571428573,1,3,153.91787338037466,1245,1.2622948129332805,1628,0.7647420147420148,3,2,3,2.7108060108295344
Fis-23063,Elasmobranchii,Blacktip reef shark,Carcharhinus melanopterus,SSE,2,75,LLT,0,400,73,400,73,0.1825,1,3,329.0534478820264,1283,1.5607496235424243,1628,0.788083538083538,3,3,3,3.0000000000000004
Fis-25233,Elasmobranchii,Tope shark,Galeorhinus galeus,PGE,2,1100,GND,0,20,18,20,1098,0.01475409836065573,0.01639344262295082,1,87.8732749050323,693,1.149745845164717,738,0.9390243902439024,3,3,3,2.2795070569547775
Fis-25233,Elasmobranchii,Tope shark,Galeorhinus galeus,PGE,2,1100,PST,0,280,278,280,1098,0.2513791308873276,0.25318761384335153,2,34.471840752352364,693,1.0587425469390646,738,0.9390243902439024,3,3,3,2.7108060108295344
